web-scraper-order,web-scraper-start-url,menu_bar,menu_bar-href,health_topics,health_topics-href,news_articles,news_articles-href,title,author,date,content
"1597635134-392","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Balance","https://www.webmd.com/balance/default.htm","Many Stay Optimistic for Most of Their Lives","https://www.webmd.com/balance/news/20200806/many-stay-optimistic-until-old-age-hits","Many Stay Optimistic for Most of Their Lives","By Robert Preidt 
HealthDay Reporter","THURSDAY, Aug. 6, 2020 (HealthDay News) -- People tend to be optimistic for most of their life, even when they have to cope with serious challenges, a new study finds.","Researchers surveyed 75,000 people aged 16 to 101 in the United States, Germany and the Netherlands to assess their optimism and outlook about the future."
"1597634367-289","https://www.webmd.com/","Family &
 Pregnancy","https://www.webmd.com/family-pregnancy","Children's Health","https://www.webmd.com/children/default.htm","Why Do Black Kids Fare Worse After Surgery?","https://www.webmd.com/children/news/20200720/black-kids-face-higher-odds-of-post-op-complications-than-white-kids","Why Do Black Kids Fare Worse After Surgery?","By Amy Norton 
HealthDay Reporter","MONDAY, July 20, 2020 (HealthDay News) -- When healthy kids have surgery, serious complications are uncommon. But even in that low-risk scenario, Black children fare worse, a new study finds.","But the disparity exists, they said. And since the kids were all apparently healthy, differences in underlying medical conditions do not explain it."
"1597634870-359","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Women's Health","https://www.webmd.com/women/default.htm","Diagnosing Mild Cognitive Impairment in Women","https://www.webmd.com/women/features/mild-cognitive-impairment-women","Diagnosing Mild Cognitive Impairment in Women","","Sundermann suggests that when women have concerns about their memory, they keep these things in mind:","Memory slip-ups can be a normal part of getting older. They can also be side effects of medications, a temporary consequence of menopause, or early signs of dementia."
"1597634681-317","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Teen Boys","https://teens.webmd.com/boys/default.htm","Excess Weight: 'Unexpected' Boys' Puberty Effect","https://teens.webmd.com/boys/news/20160127/excess-weight-has-unexpected-effect-on-puberty-onset-in-boys","Excess Weight: 'Unexpected' Boys' Puberty Effect","By Dennis Thompson","WEDNESDAY, Jan. 27, 2016 (HealthDay News) -- Excess weight can delay or speed up puberty in young boys, depending on how many extra pounds they carry, a new study suggests.","To test this, researchers followed 3,872 boys as they grew up, tracking the onset of puberty by measuring body changes related to the process of sexual maturation."
"1597634870-363","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Women's Health","https://www.webmd.com/women/default.htm","Diagnosing Mild Cognitive Impairment in Women","https://www.webmd.com/women/features/mild-cognitive-impairment-women","Diagnosing Mild Cognitive Impairment in Women","","Sundermann suggests that when women have concerns about their memory, they keep these things in mind:","The problem with the memory tests is that cut-off scores for MCI don’t reflect that women tend to have stronger verbal memory than men."
"1597634655-306","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Teen Boys","https://teens.webmd.com/boys/default.htm","Front-of-Head Hits Blamed for Nearly Half of Young Football Player Concussions","https://teens.webmd.com/boys/news/20140811/front-of-head-hits-blamed-for-nearly-half-of-young-football-player-concussions","Front-of-Head Hits and Young Football Players","By Randy Dotinga","MONDAY, Aug. 11, 2014 (HealthDay News) -- High school football players are more likely to lose consciousness after concussions if they get hit at the top of the head compared to the sides, back or front, according to a new study.","Of the concussions, 45 percent occurred from injuries to the front of the head. Impacts to the side of the head (22 percent), back of the head (6 percent), and top of the head (6 percent) accounted for the rest where a cause was reported."
"1597635134-396","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Balance","https://www.webmd.com/balance/default.htm","Many Stay Optimistic for Most of Their Lives","https://www.webmd.com/balance/news/20200806/many-stay-optimistic-until-old-age-hits","Many Stay Optimistic for Most of Their Lives","By Robert Preidt 
HealthDay Reporter","THURSDAY, Aug. 6, 2020 (HealthDay News) -- People tend to be optimistic for most of their life, even when they have to cope with serious challenges, a new study finds.","The study was published online recently in the Journal of Research in Personality."
"1597635490-432","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Weight Loss & Diet Plans","https://www.webmd.com/diet/default.htm","Coffee: Good for You or Not?","https://www.webmd.com/diet/news/20200722/coffee-good-for-you-or-not","Coffee: Good for You or Not?","By Amy Norton 
HealthDay Reporter","WEDNESDAY, July 22, 2020 (HealthDay News) -- Coffee has been tied to many potential health benefits, but people should drink it for pleasure, and not disease prevention.","He suggested people pay attention to whether caffeine seems to affect their ability to fall asleep or lead to ""agitation or anxiety."" If it does, van Dam said, ""they can adapt their level of intake or timing of intake during the day."""
"1597634367-297","https://www.webmd.com/","Family &
 Pregnancy","https://www.webmd.com/family-pregnancy","Children's Health","https://www.webmd.com/children/default.htm","Why Do Black Kids Fare Worse After Surgery?","https://www.webmd.com/children/news/20200720/black-kids-face-higher-odds-of-post-op-complications-than-white-kids","Why Do Black Kids Fare Worse After Surgery?","By Amy Norton 
HealthDay Reporter","MONDAY, July 20, 2020 (HealthDay News) -- When healthy kids have surgery, serious complications are uncommon. But even in that low-risk scenario, Black children fare worse, a new study finds.","Since it's expected that healthy kids will do well, Nafiu said his team thought they might not uncover any racial disparities. Yet they did."
"1597634785-340","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Men's Health","https://www.webmd.com/men/default.htm","The Pros and Cons of Testosterone Therapy","https://www.webmd.com/men/features/testosterone-therapy-pros-cons","The Pros and Cons of Testosterone Therapy","","null","“I do see some men who are more hesitant to take testosterone supplementation,” says Michael Eisenberg, MD, director of the Stanford Male Reproductive Medicine and Surgery Program at Stanford Health Care in Palo Alto, CA. “We talk about the risks, as that’s what we’ve gotten more information on in recent years.”"
"1597634809-348","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Men's Health","https://www.webmd.com/men/default.htm","Leonardo's Vitruvian Man Close to Modern Measures","https://www.webmd.com/men/news/20200610/leonardos-vitruvian-man-close-to-modern-measures","Leonardo's Vitruvian Man Close to Modern Measures","null","TUESDAY, June 9, 2020 (HealthDay News) -- More than five centuries ago, Renaissance master Leonardo da Vinci produced a now-famous image of what he considered the perfectly proportioned male body: the ""Vitruvian Man.""","Now, work done by American scientists involving high-tech scans of the bodies of almost 64,000 fit young men (and some women), finds that Leonardo got very close to anatomical measurements collected today."
"1597634681-311","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Teen Boys","https://teens.webmd.com/boys/default.htm","Excess Weight: 'Unexpected' Boys' Puberty Effect","https://teens.webmd.com/boys/news/20160127/excess-weight-has-unexpected-effect-on-puberty-onset-in-boys","Excess Weight: 'Unexpected' Boys' Puberty Effect","By Dennis Thompson","WEDNESDAY, Jan. 27, 2016 (HealthDay News) -- Excess weight can delay or speed up puberty in young boys, depending on how many extra pounds they carry, a new study suggests.","But boys who have become obese appear to go through puberty slower than boys who weigh less, according to study results published Jan. 27 in the journal Pediatrics."
"1597634681-316","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Teen Boys","https://teens.webmd.com/boys/default.htm","Excess Weight: 'Unexpected' Boys' Puberty Effect","https://teens.webmd.com/boys/news/20160127/excess-weight-has-unexpected-effect-on-puberty-onset-in-boys","Excess Weight: 'Unexpected' Boys' Puberty Effect","By Dennis Thompson","WEDNESDAY, Jan. 27, 2016 (HealthDay News) -- Excess weight can delay or speed up puberty in young boys, depending on how many extra pounds they carry, a new study suggests.","Given those earlier findings, the researchers thought that overweight and obese boys would experience a delay in puberty thanks to the extra estrogen in their bodies, Lee said."
"1597635514-443","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Weight Loss & Diet Plans","https://www.webmd.com/diet/default.htm","Is Your Bread Really 'Whole Grain'? Maybe Not","https://www.webmd.com/diet/news/20200810/is-it-really-whole-grain-food-labels-often-misleading","Is Your Bread Really 'Whole Grain'? Maybe Not","By Dennis Thompson 
HealthDay Reporter","MONDAY, Aug. 10, 2020 (HealthDay News) -- Folks who want to eat healthy by choosing whole grain foods aren't helped by product labels that can confuse and mislead consumers, a new study shows.","Current U.S. dietary guidelines recommend that whole grains make up at least half of a person's overall grain intake. Studies have shown that whole grains can protect against heart disease, type 2 diabetes and cancer, researchers said in background notes."
"1597634655-302","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Teen Boys","https://teens.webmd.com/boys/default.htm","Front-of-Head Hits Blamed for Nearly Half of Young Football Player Concussions","https://teens.webmd.com/boys/news/20140811/front-of-head-hits-blamed-for-nearly-half-of-young-football-player-concussions","Front-of-Head Hits and Young Football Players","By Randy Dotinga","MONDAY, Aug. 11, 2014 (HealthDay News) -- High school football players are more likely to lose consciousness after concussions if they get hit at the top of the head compared to the sides, back or front, according to a new study.","""Something as simple as lifting their heads up when they're tackling can prevent fatal and catastrophic injuries,"" said study lead author Zachary Kerr, director of the NCAA Injury Surveillance Program at Datalys Center for Sports Injury Research and Prevention in Indianapolis."
"1597635490-431","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Weight Loss & Diet Plans","https://www.webmd.com/diet/default.htm","Coffee: Good for You or Not?","https://www.webmd.com/diet/news/20200722/coffee-good-for-you-or-not","Coffee: Good for You or Not?","By Amy Norton 
HealthDay Reporter","WEDNESDAY, July 22, 2020 (HealthDay News) -- Coffee has been tied to many potential health benefits, but people should drink it for pleasure, and not disease prevention.","""The amount of caffeine that leads to unpleasant side effects varies greatly from person to person,"" said van Dam, a professor at the National University of Singapore."
"1597634759-335","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Men's Health","https://www.webmd.com/men/default.htm","Stop Avoiding That Doctor’s Appointment","https://www.webmd.com/men/features/men-avoiding-doctor-appointments","Stop Avoiding That Doctor’s Appointment","Guys, make time to visit the doctor.","What should I bring to my appointment?","“Not every little thing means you have cancer or cardiovascular disease,” Jevnikar says, “but usually, anything that’s caught early will be easier to deal with than things that are allowed to progress or are caught late.”"
"1597634870-361","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Women's Health","https://www.webmd.com/women/default.htm","Diagnosing Mild Cognitive Impairment in Women","https://www.webmd.com/women/features/mild-cognitive-impairment-women","Diagnosing Mild Cognitive Impairment in Women","","Sundermann suggests that when women have concerns about their memory, they keep these things in mind:","“Women have a verbal memory advantage over men that may allow them to compensate for Alzheimer’s-related brain changes for longer than men,” says Erin Sundermann, PhD, a researcher at University of California-San Diego and author of the new study."
"1597634708-322","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Teen Boys","https://teens.webmd.com/boys/default.htm","Stress-Prone Teen Boys May Risk High BP Later","https://teens.webmd.com/boys/news/20160201/stress-prone-teen-males-may-be-at-risk-of-high-blood-pressure-later","Stress-Prone Teen Boys May Risk High BP Later","By Robert Preidt","","The investigators also found that being overweight was linked with an even greater risk of developing high blood pressure (or ""hypertension"") in those who had a low threshold for stress."
"1597634759-334","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Men's Health","https://www.webmd.com/men/default.htm","Stop Avoiding That Doctor’s Appointment","https://www.webmd.com/men/features/men-avoiding-doctor-appointments","Stop Avoiding That Doctor’s Appointment","Guys, make time to visit the doctor.","What should I bring to my appointment?","Take erectile dysfunction (ED), for example. Many men, Jevnikar says, clam up when discussing issues below the belt. But ED can indicate other health issues that need to be addressed, including heart disease. Avoid the discussion, and you could delay treatment."
"1597634911-376","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Women's Health","https://www.webmd.com/women/default.htm","Pregnancy Discharge: Color and Texture Changes","https://www.webmd.com/women/features/pregnancy-discharge-changes","Pregnancy Discharge: Color and Texture Changes","","null","All sorts of weird, wonderful, and sometimes surprising changes take place in your body during pregnancy. Your breasts swell, your veins enlarge, your feet lengthen, and your skin takes on that “pregnancy glow.” You might come across another unexpected pregnancy change if you happen to peer into your underwear."
"1597635084-387","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Balance","https://www.webmd.com/balance/default.htm","Does Having a Sense of Purpose Improve Your Health?","https://www.webmd.com/balance/features/sense-purpose-health","Does Having a Sense of Purpose Improve Your Health?","","null","The researchers surveyed more than 1,000 adults ranging in age from 21 to older than 100 using questionnaires designed to assess their physical and mental well-being. Researchers also used other questionnaires aimed at identifying the degree to which the adults found or sought meaning in their lives. They found that people who felt that they had meaning in their lives were more likely to feel physically and mentally healthy, while those who were “searching” for meaning were less likely to feel that way. These associations were particularly strong among older people in the study."
"1597634809-354","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Men's Health","https://www.webmd.com/men/default.htm","Leonardo's Vitruvian Man Close to Modern Measures","https://www.webmd.com/men/news/20200610/leonardos-vitruvian-man-close-to-modern-measures","Leonardo's Vitruvian Man Close to Modern Measures","null","TUESDAY, June 9, 2020 (HealthDay News) -- More than five centuries ago, Renaissance master Leonardo da Vinci produced a now-famous image of what he considered the perfectly proportioned male body: the ""Vitruvian Man.""","That means that when placed inside the perfect circle and squares created by Leonardo, today's ""ideal"" man's fingers and toes slightly exceed those boundaries."
"1597635490-429","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Weight Loss & Diet Plans","https://www.webmd.com/diet/default.htm","Coffee: Good for You or Not?","https://www.webmd.com/diet/news/20200722/coffee-good-for-you-or-not","Coffee: Good for You or Not?","By Amy Norton 
HealthDay Reporter","WEDNESDAY, July 22, 2020 (HealthDay News) -- Coffee has been tied to many potential health benefits, but people should drink it for pleasure, and not disease prevention.","And overall, his team found, the news is good for coffee lovers: Caffeinated coffee does not appear to raise any disease risks, and is instead linked to lower odds of various diseases. And moderate doses of caffeine are generally safe for most people."
"1597634681-310","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Teen Boys","https://teens.webmd.com/boys/default.htm","Excess Weight: 'Unexpected' Boys' Puberty Effect","https://teens.webmd.com/boys/news/20160127/excess-weight-has-unexpected-effect-on-puberty-onset-in-boys","Excess Weight: 'Unexpected' Boys' Puberty Effect","By Dennis Thompson","WEDNESDAY, Jan. 27, 2016 (HealthDay News) -- Excess weight can delay or speed up puberty in young boys, depending on how many extra pounds they carry, a new study suggests.","Overweight boys tend to enter and finish puberty somewhat earlier than usual, researchers found in a study of nearly 3,900 males aged 6 to 16."
"1597635084-390","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Balance","https://www.webmd.com/balance/default.htm","Does Having a Sense of Purpose Improve Your Health?","https://www.webmd.com/balance/features/sense-purpose-health","Does Having a Sense of Purpose Improve Your Health?","","null","And maybe it’s easier to find meaning in life than we think. (No meditating at a monastery required.) “What this study does suggest is that we should emphasize activities and pursuits that we love, that are meaningful to us, and see those not as ‘something extra’ that we only pursue when we have spare time, but as essential sources of health and well-being.”"
"1597634328-281","https://www.webmd.com/","Family &
 Pregnancy","https://www.webmd.com/family-pregnancy","Children's Health","https://www.webmd.com/children/default.htm","Sepsis in Children","https://www.webmd.com/children/features/sepsis-children","Sepsis in Children","","Kissoon says one critical problem with sepsis is making a diagnosis. “The signs and symptoms initially can be very subtle, and many a time, we misdiagnose children and we think they have a common cold,” he says.","Worldwide, a stunning one-third of people who get it die, and many who do live have life-changing side effects such as chronic pain and fatigue, organs that don’t work well, even amputations. Sepsis is caused by a bacterial infection, and many conditions can lead to it. You can be completely healthy or have a condition that makes you more likely to get it."
"1597635318-415","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Sex & Relationships","https://www.webmd.com/sex-relationships/default.htm","Many Teens Suffer 'Digital Dating Abuse'","https://www.webmd.com/sex-relationships/news/20200219/texting-trauma-many-teens-suffer-digital-dating-abuse","Many Teens Suffer 'Digital Dating Abuse'","By Amy Norton 
HealthDay Reporter","WEDNESDAY, Feb. 19, 2020 (HealthDay News) -- Many U.S. teenagers may be using their smartphones to harass, humiliate or otherwise abuse their dating partners.","So when talking to kids about dating abuse, Englander said, it's important to address both real-world and online behavior."
"1597635586-459","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Food & Recipes","https://www.webmd.com/food-recipes/default.htm","Hundreds Sickened by Parasite in Bagged Salad","https://www.webmd.com/food-recipes/food-poisoning/news/20200727/hundreds-sickened-by-parasite-in-bagged-salad","Hundreds Sickened by Parasite in Bagged Salad","July 27, 2020 -- An outbreak in bagged salads has sickened 641 people in 11 states, the FDA says.","null","The products were sold in Arkansas, Connecticut, Delaware, Illinois, Indiana, Iowa, Kansas, Kentucky, Maine, Maryland, Massachusetts, Michigan, Minnesota, Missouri, Montana, Nebraska, New Hampshire, New Jersey, New York, North Carolina, North Dakota, Ohio, Oklahoma, Pennsylvania, Rhode Island, South Dakota, Tennessee, Vermont, Virginia, Washington, D.C., West Virginia, and Wisconsin."
"1597634870-374","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Women's Health","https://www.webmd.com/women/default.htm","Diagnosing Mild Cognitive Impairment in Women","https://www.webmd.com/women/features/mild-cognitive-impairment-women","Diagnosing Mild Cognitive Impairment in Women","","Sundermann suggests that when women have concerns about their memory, they keep these things in mind:","Erin Sundermann, PhD, assistant project scientist, Department of Psychiatry, University of California-San Diego."
"1597635318-412","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Sex & Relationships","https://www.webmd.com/sex-relationships/default.htm","Many Teens Suffer 'Digital Dating Abuse'","https://www.webmd.com/sex-relationships/news/20200219/texting-trauma-many-teens-suffer-digital-dating-abuse","Many Teens Suffer 'Digital Dating Abuse'","By Amy Norton 
HealthDay Reporter","WEDNESDAY, Feb. 19, 2020 (HealthDay News) -- Many U.S. teenagers may be using their smartphones to harass, humiliate or otherwise abuse their dating partners.","Elizabeth Englander, a researcher who was not involved in the study, agreed."
"1597635318-414","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Sex & Relationships","https://www.webmd.com/sex-relationships/default.htm","Many Teens Suffer 'Digital Dating Abuse'","https://www.webmd.com/sex-relationships/news/20200219/texting-trauma-many-teens-suffer-digital-dating-abuse","Many Teens Suffer 'Digital Dating Abuse'","By Amy Norton 
HealthDay Reporter","WEDNESDAY, Feb. 19, 2020 (HealthDay News) -- Many U.S. teenagers may be using their smartphones to harass, humiliate or otherwise abuse their dating partners.","""This is an important [study],"" she said. ""It demonstrates the close relationship between different psychological types of dating abuse."""
"1597635538-447","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Weight Loss & Diet Plans","https://www.webmd.com/diet/default.htm","Fast Food Makes an Unhealthy Comeback Among Kids","https://www.webmd.com/diet/news/20200814/fast-food-makes-an-unhealthy-comeback-among-kids","Fast Food Makes an Unhealthy Comeback Among Kids","By Amy Norton 
HealthDay Reporter","FRIDAY, Aug. 14, 2020 (HealthDay News) -- After a period of improvement, U.S. kids are eating as much fast food as they were in the early 2000s, new government figures show.","Researchers found that between 2003 and 2010, there was a decline in U.S. kids' intake of fast-food calories -- dipping from an average of 14% of daily calories, to just under 11%."
"1597634367-298","https://www.webmd.com/","Family &
 Pregnancy","https://www.webmd.com/family-pregnancy","Children's Health","https://www.webmd.com/children/default.htm","Why Do Black Kids Fare Worse After Surgery?","https://www.webmd.com/children/news/20200720/black-kids-face-higher-odds-of-post-op-complications-than-white-kids","Why Do Black Kids Fare Worse After Surgery?","By Amy Norton 
HealthDay Reporter","MONDAY, July 20, 2020 (HealthDay News) -- When healthy kids have surgery, serious complications are uncommon. But even in that low-risk scenario, Black children fare worse, a new study finds.","Overall, about 6.2% of Black children had a ""serious adverse event"" within 30 days -- including blood infections, a need for a repeat surgery or hospitalization, or cardiac arrest. The rate among white children was lower, at 5.7%, the investigators found."
"1597635490-435","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Weight Loss & Diet Plans","https://www.webmd.com/diet/default.htm","Coffee: Good for You or Not?","https://www.webmd.com/diet/news/20200722/coffee-good-for-you-or-not","Coffee: Good for You or Not?","By Amy Norton 
HealthDay Reporter","WEDNESDAY, July 22, 2020 (HealthDay News) -- Coffee has been tied to many potential health benefits, but people should drink it for pleasure, and not disease prevention.","For nonpregnant people, van Dam said that up to five 8-ounce cups of coffee a day may be fine, depending on a person's caffeine tolerance."
"1597634870-368","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Women's Health","https://www.webmd.com/women/default.htm","Diagnosing Mild Cognitive Impairment in Women","https://www.webmd.com/women/features/mild-cognitive-impairment-women","Diagnosing Mild Cognitive Impairment in Women","","Sundermann suggests that when women have concerns about their memory, they keep these things in mind:",""
"1597635084-386","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Balance","https://www.webmd.com/balance/default.htm","Does Having a Sense of Purpose Improve Your Health?","https://www.webmd.com/balance/features/sense-purpose-health","Does Having a Sense of Purpose Improve Your Health?","","null","A new study from researchers at the University of California, San Diego, suggests that if you feel you have a purpose in life, you’re more likely to feel both physically and mentally well on a daily basis."
"1597634681-312","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Teen Boys","https://teens.webmd.com/boys/default.htm","Excess Weight: 'Unexpected' Boys' Puberty Effect","https://teens.webmd.com/boys/news/20160127/excess-weight-has-unexpected-effect-on-puberty-onset-in-boys","Excess Weight: 'Unexpected' Boys' Puberty Effect","By Dennis Thompson","WEDNESDAY, Jan. 27, 2016 (HealthDay News) -- Excess weight can delay or speed up puberty in young boys, depending on how many extra pounds they carry, a new study suggests.","""We found something we didn't expect, which is obese boys go later but overweight boys seem to go earlier,"" said study author Dr. Joyce Lee, an associate professor of pediatrics and public health at the University of Michigan, in Ann Arbor. ""You would expect a linear relationship between weight and the timing of puberty, but we found that isn't the case."""
"1597635359-419","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Sex & Relationships","https://www.webmd.com/sex-relationships/default.htm","More Young Americans Are Going Without Sex","https://www.webmd.com/sex-relationships/news/20200612/more-young-americans-are-going-without-sex","More Young Americans Are Going Without Sex","null","FRIDAY, June 12, 2020 (HealthDay News) -- Sex, and lots of it, has long been the primary preoccupation of young adults, but more of them are now going months and years without any intimate encounters.","""In the age of Tinder, young people are actually having less sex, not more,"" said Jean Twenge, a professor of psychology at San Diego State University."
"1597634870-367","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Women's Health","https://www.webmd.com/women/default.htm","Diagnosing Mild Cognitive Impairment in Women","https://www.webmd.com/women/features/mild-cognitive-impairment-women","Diagnosing Mild Cognitive Impairment in Women","","Sundermann suggests that when women have concerns about their memory, they keep these things in mind:","Researchers have to repeat this experiment in larger, more diverse groups before doctors change their scoring methods. Until then, Sundermann says, “Women should make their concerns about memory clear to their doctors since these changes might not show up on tests.”"
