web-scraper-order,web-scraper-start-url,house_listings,house_listings-href,rental,rooms,bath,area,address,type,Description,listing_agent_name,listing_agent_phone,parking,date_available,cooling,heating,pets,deposit,laundry,image_url-src
1598219034-146,https://www.zillow.com/lawrence-ks/rent-houses/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-95.67137240338467%2C%22east%22%3A-94.96756075787685%2C%22south%22%3A38.83947899263468%2C%22north%22%3A39.02802423893799%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A32452%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22mapZoom%22%3A11%2C%22filterState%22%3A%7B%22pmf%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22pf%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,"Village1 | 2411 Louisiana St, Lawrence, KS",https://www.zillow.com/b/village1-lawrence-ks-5XrcnC/,null,null,null,null,,null,null,Village1,(913) 686-9158,null,null,null,null,null,null,null,https://photos.zillowstatic.com/p_e/ISblmo5o391yex0000000000.jpg
1598218987-130,https://www.zillow.com/lawrence-ks/rent-houses/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-95.67137240338467%2C%22east%22%3A-94.96756075787685%2C%22south%22%3A38.83947899263468%2C%22north%22%3A39.02802423893799%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A32452%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22mapZoom%22%3A11%2C%22filterState%22%3A%7B%22pmf%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22pf%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,"1632 W 20th St, Lawrence, KS 66046",https://www.zillow.com/homedetails/1632-W-20th-St-Lawrence-KS-66046/74562820_zpid/,null,5,2,"2,200",,Off market,"Stainless steel appliances. Gas stove. Oak floors. 2 full baths. New furnace and a/c in 2016. 6 foot, pet inescapable back yard fence with large back yard. Covered front deck. Built in entertainment center. Pool table. Attic fan. Garage. Washer and Dryer hookups. Pets ok with conditions. Close to campus and Allen Field House! Driveway parking for 5+ cars. Conveniently located to everything since you are in the middle of town. Email for more info. May be seen at 1632 w 20th street. Inside may be seen by appointment only. No Section 8. Willing to discuss lower rent for long term rental (2 years +) Thanks for your interest in our property. For all potential residents we'd like to take the time to go over our expectations and also ask a series of questions we'll be asking any tenant wishing to apply to live in our residence. Please send an email back with your responses and any questions you may have. Our 6 requirements: 1. positive employer and landlord reference checks 2. good financial history 3. clean background check 4. clean eviction check 5. stable employment 6. sufficient income For any person expecting to be living here we'd like you and all potential residents to answer these questions for each person. Why are you moving? How long have you lived in your current residence? Where are the last 3 places you have resided and what were the dates of residence? When will you move in? What kind of work do you do? Where do you currently work? What is your monthly income? Do you have funds available for deposit and first month's rent? Could anything interrupt your ability to pay your rent? How many people will be living in the home? Will your employer and former landlord provide references? Will you and all parties living in the residence consent to a credit and background check? Have you ever been evicted? Have you ever broken a lease? How long are you expecting to stay in the residence? A year or longer? Are you willing and able to sign a 1 year lease or longer? What is your email address? Things We'd like you to consider and our Expectations (more of this will be provided in our Occupancy Policy) We consider this property our home and as such expect that all tenants who live in the home treat it as a home, with care and respect. By this we expect tenants to keep the premises clean, maintain the lawn. Treat all property with care and respect. All items left in your care shall not be sold and should be maintained. Good housekeeping - we expect our property to be maintained in a clean manner. ""Clean ""will be defined to mean free of dirt, grease, impurities, foul odors, or extraneous matter. This also means keeping the house free of an accumulation of trash/garbage as well as keeping the house free of fire hazards. No smoking in the home. Regular lawn maintenance Cleaning of gutters You are responsible for all your utilities including cable, electric, gas, water/sewer Responsible for providing and changing the filter for the AC Be good neighbors (i.e., no loud parties) Fees We all undergo hardships at some point but it's important to try not to make those hardships become hardships for others. This is a business and I'm required to also make payments on time. By prioritizing your rent payment this isn't an issue but by paying rent late, please recognize that this burden you have has now been transferred to us and the payments we must make with your rent check are now compromised and may now also be delayed. With that said we expect rent to be paid on the 15th of every month via Venmo. If rent is late the following fees will be applied. Lessee shall pay a $50 late fee between 1-5 days late, $75 late fee 6-20 days late, anything over 20 days is $100 late fee on unpaid balances received after the 15th of the month. Move in Information Residence will be available sometime between September 1- 6. Depending on move in date your rent may be prorated. Deposit is equal to 1 month rent - $1400 total TOTAL due up front (based on full months rent - could be prorated depending on move in date) $1400 deposit (refundable at the time of move out if no work or clean up required) $1400 September rent TOTAL $2800 Pets - We typically are ok with pets but we do ask a few things. Our expectation is that you will be a responsible pet owner by adhering to the following Pet must be vaccinated Pet must be under control at all times. This includes keeping the dog appropriately contained if work needs to be done inside or outside the home. Prevent excessive barking Clean up after the pet both inside and outside Do not leave the dog outside unsupervised for an unreasonable amount of time. Provide a profile of the pet: Name of Pet Weight of Pet Breed of Pet Age of Pet Spayed or Neutered? vaccinations? Background check and credit check will be required for all parties interested in living in the residence to be paid for by applicant but reimbursement may be considered should a rental agreement be reached. Background check includes a full credit report, a rental background check, SSN verification and address history, nationwide criminal and sex offender search, nationwide evictions, bankruptcies and income verification. When the report is complete they will send it back to us to review. We will review the report and check that it meets our criteria. We will notify if your application is approved or if it's denied. We expect open and honest communication and want to ensure that the environment you are living in is safe and thus we expect you to alert us of any issues. If after reading all this you are interested in walking through the house prior to submitting to a background check please let me know so we can set up a time. More photos coming soon.",null,null,1 space,1-Sep,Other,1-Sep,"Cats, small dogs","$1,400 ",No Data,https://photos.zillowstatic.com/p_e/ISblmo5o391yex0000000000.jpg
1598218899-89,https://www.zillow.com/lawrence-ks/rent-houses/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-95.67137240338467%2C%22east%22%3A-94.96756075787685%2C%22south%22%3A38.83947899263468%2C%22north%22%3A39.02802423893799%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A32452%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22mapZoom%22%3A11%2C%22filterState%22%3A%7B%22pmf%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22pf%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,"2324 Ranch St, Lawrence, KS 66047",https://www.zillow.com/homedetails/2324-Ranch-St-Lawrence-KS-66047/217725442_zpid/,"$1,600 ",4,3.5,"2,000","Lawrence, KS 66047",House for rent,"4 bedroom 3.5 bath, double car garage, fenced in yard, fireplace, walkout basement. Fresh carpet and paint! Won't last long!",Tenant Turner contact for unit 367681,(620) 254-8944,2 spaces,1-Sep,Central,Forced air,Contact manager,"$1,000 ",Contact manager,
1598219023-139,https://www.zillow.com/lawrence-ks/rent-houses/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-95.67137240338467%2C%22east%22%3A-94.96756075787685%2C%22south%22%3A38.83947899263468%2C%22north%22%3A39.02802423893799%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A32452%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22mapZoom%22%3A11%2C%22filterState%22%3A%7B%22pmf%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22pf%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,"Remington Square, 1 Bedroom",https://www.zillow.com/homedetails/4100-W-24th-Pl-65NH1B7NU-Lawrence-KS-66047/2083771537_zpid/,$580+,1,1,528,"Remington Square, 4100 W 24th Pl #65NH1B7NU,",Apartment for rent,"Looking for centrally-located Lawrence apartments for rent? Remington Square offers studio-style apartments with easy access to The University of Kansas, major freeways, and the city bus routes. Our cat and dog friendly community offers upgraded amenities for all our tenant to enjoy like a fitness center, pool with sundeck, and spacious resident lounge. Contact Remington Square today and schedule a personal tour of our available rentals in Lawrence, KS. Remington Square's Lawrence apartments for rent offer a variety of amenities for our residents enjoyment including an outdoor pool, resident lounge with free wi-fi, laundry facility, and fitness center. With a friendly on-site staff and reliable maintenance included, we offer the best overall value in Lawrence!",Leasing Agent,(785) 432-4480,None,Contact manager,Contact manager,Contact manager,"Cats, large dogs, small dogs",Contact manager,Shared,
1598218940-107,https://www.zillow.com/lawrence-ks/rent-houses/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-95.67137240338467%2C%22east%22%3A-94.96756075787685%2C%22south%22%3A38.83947899263468%2C%22north%22%3A39.02802423893799%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A32452%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22mapZoom%22%3A11%2C%22filterState%22%3A%7B%22pmf%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22pf%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,"946 Indiana St APT 6, Lawrence, KS 66044",https://www.zillow.com/homedetails/946-Indiana-St-APT-6-Lawrence-KS-66044/2078231014_zpid/,$595 ,2,1,--,"946 Indiana St APT 6,",Apartment for rent,"This is a 2 bedroom, 1.0 bathroom, multi family home. It is located at 946 Indiana St Lawrence, Kansas.",Tenant Turner contact for unit 362573,(620) 266-5043,None,Available now,Contact manager,Contact manager,Contact manager,$500 ,Contact manager,
1598218946-112,https://www.zillow.com/lawrence-ks/rent-houses/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-95.67137240338467%2C%22east%22%3A-94.96756075787685%2C%22south%22%3A38.83947899263468%2C%22north%22%3A39.02802423893799%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A32452%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22mapZoom%22%3A11%2C%22filterState%22%3A%7B%22pmf%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22pf%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,"850 Highland Dr, Lawrence, KS 66044",https://www.zillow.com/homedetails/850-Highland-Dr-Lawrence-KS-66044/217732904_zpid/,$600 ,2,1,750,,Apartment for rent,"Bright Upper 2 bedroom in quaint Hillcrest Neighborhood. Walking distance to beautiful downtown Lawrence, The Merc Grocery, Hillcrest Shopping Center, Hillcrest Elementary, Bus stop, laundry and the KU Campus. Tenant pays utilites",Leasing Inlawrence,null,Off street,Contact manager,Other,Forced air,Contact manager,$600 ,Contact manager,https://photos.zillowstatic.com/p_e/ISblmo5o391yex0000000000.jpg
1598218862-72,https://www.zillow.com/lawrence-ks/rent-houses/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-95.67137240338467%2C%22east%22%3A-94.96756075787685%2C%22south%22%3A38.83947899263468%2C%22north%22%3A39.02802423893799%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A32452%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22mapZoom%22%3A11%2C%22filterState%22%3A%7B%22pmf%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22pf%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,"3326 W 8th St, Lawrence, KS 66049",https://www.zillow.com/homedetails/3326-W-8th-St-Lawrence-KS-66049/217703830_zpid/,$850 ,3,1.5,"1,050",,Apartment for rent,"Newly remodeled, must see! Located just minutes from the highway and a short walk to the bus stop, this town home has a great location for commuting or attending KU and grocery stores are around the corner. Spacious interior with loft upstairs. Kitchen features all appliances including dish washer and washer/dryer in unit. 12 month lease. Tenants are responsible for all utilities.",Roderick,(785) 371-2146,Off street,Available now,Other,Forced air,Small dogs,$850 ,In Unit,https://photos.zillowstatic.com/p_e/ISblmo5o391yex0000000000.jpg
1598218994-131,https://www.zillow.com/lawrence-ks/rent-houses/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-95.67137240338467%2C%22east%22%3A-94.96756075787685%2C%22south%22%3A38.83947899263468%2C%22north%22%3A39.02802423893799%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A32452%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22mapZoom%22%3A11%2C%22filterState%22%3A%7B%22pmf%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22pf%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,"Apple Lane | 1416 Apple Ln, Lawrence, KS",https://www.zillow.com/b/apple-lane-lawrence-ks-Bc5bSs/,null,null,null,null,,null,null,Leasing Agent,(785) 329-9632,null,null,null,null,null,null,null,https://photos.zillowstatic.com/p_e/ISblmo5o391yex0000000000.jpg
1598218951-115,https://www.zillow.com/lawrence-ks/rent-houses/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-95.67137240338467%2C%22east%22%3A-94.96756075787685%2C%22south%22%3A38.83947899263468%2C%22north%22%3A39.02802423893799%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A32452%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22mapZoom%22%3A11%2C%22filterState%22%3A%7B%22pmf%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22pf%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,"4808 W 25th St, Lawrence, KS 66047",https://www.zillow.com/homedetails/4808-W-25th-St-Lawrence-KS-66047/74565614_zpid/,"$1,500 ",4,2,"1,664",,House for rent,Available October 1 or earlier. Close access to Topeka and Kansas City! Also just down the street from Sunflower Elementary and Southwest MIddle Schools. Large lot and fenced back yard. Call --no email--785/766-3934 to set up a showing. Tenant responsible for all utilities,Chris Schmid,(785) 428-0667,2 spaces,1-Oct,Other,Forced air,Contact manager,"$1,500 ",In Unit,https://photos.zillowstatic.com/p_e/ISblmo5o391yex0000000000.jpg
1598218867-75,https://www.zillow.com/lawrence-ks/rent-houses/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-95.67137240338467%2C%22east%22%3A-94.96756075787685%2C%22south%22%3A38.83947899263468%2C%22north%22%3A39.02802423893799%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A32452%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22mapZoom%22%3A11%2C%22filterState%22%3A%7B%22pmf%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22pf%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,"1121 Tennessee St, Lawrence, KS 66044",https://www.zillow.com/homedetails/1121-Tennessee-St-Lawrence-KS-66044/117555939_zpid/,"$2,400 ",4,3,"2,145",,House for rent,"Fully renovated in 2020! This large historic Oread Neighborhood house is located between campus and downtown and has four bedroom with three full baths. It has beautiful interior elements including refinished wood floors, original woodwork, updated systems including heating, air conditioning, and new kitchen appliances. No Pets. No Smoking. Lease ends July 28th, 2021.",Eck Real Estate Services,(785) 390-8909,Off street,Available now,Other,Forced air,No,"$2,400 ",In Unit,https://photos.zillowstatic.com/p_e/ISblmo5o391yex0000000000.jpg
1598219023-140,https://www.zillow.com/lawrence-ks/rent-houses/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-95.67137240338467%2C%22east%22%3A-94.96756075787685%2C%22south%22%3A38.83947899263468%2C%22north%22%3A39.02802423893799%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A32452%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22mapZoom%22%3A11%2C%22filterState%22%3A%7B%22pmf%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22pf%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,"Remington Square, 1 Bedroom",https://www.zillow.com/homedetails/4100-W-24th-Pl-65NH1B7NU-Lawrence-KS-66047/2083771537_zpid/,$580+,1,1,528,"Lawrence, KS 66047",Apartment for rent,"Looking for centrally-located Lawrence apartments for rent? Remington Square offers studio-style apartments with easy access to The University of Kansas, major freeways, and the city bus routes. Our cat and dog friendly community offers upgraded amenities for all our tenant to enjoy like a fitness center, pool with sundeck, and spacious resident lounge. Contact Remington Square today and schedule a personal tour of our available rentals in Lawrence, KS. Remington Square's Lawrence apartments for rent offer a variety of amenities for our residents enjoyment including an outdoor pool, resident lounge with free wi-fi, laundry facility, and fitness center. With a friendly on-site staff and reliable maintenance included, we offer the best overall value in Lawrence!",Leasing Agent,(785) 432-4480,None,Contact manager,Contact manager,Contact manager,"Cats, large dogs, small dogs",Contact manager,Shared,
1598218893-87,https://www.zillow.com/lawrence-ks/rent-houses/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-95.67137240338467%2C%22east%22%3A-94.96756075787685%2C%22south%22%3A38.83947899263468%2C%22north%22%3A39.02802423893799%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A32452%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22mapZoom%22%3A11%2C%22filterState%22%3A%7B%22pmf%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22pf%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,"1037 Kentucky St, Lawrence, KS 66044",https://www.zillow.com/homedetails/1037-Kentucky-St-Lawrence-KS-66044/126650341_zpid/,"$4,200 ",7,4,"2,152",,House for rent,"Hardwood floors, granite countertops, stainless steel appliances, 4 full baths, Walk to downtown and campus!",Eric Oligschlaeger,(785) 384-9378,None,5-Aug,Other,Forced air,"Large dogs, small dogs","$4,200 ",In Unit,https://photos.zillowstatic.com/p_e/ISblmo5o391yex0000000000.jpg
1598218966-122,https://www.zillow.com/lawrence-ks/rent-houses/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-95.67137240338467%2C%22east%22%3A-94.96756075787685%2C%22south%22%3A38.83947899263468%2C%22north%22%3A39.02802423893799%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A32452%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22mapZoom%22%3A11%2C%22filterState%22%3A%7B%22pmf%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22pf%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,"730 Illinois St, Lawrence, KS 66044",https://www.zillow.com/homedetails/730-Illinois-St-Lawrence-KS-66044/74578946_zpid/,"$2,200 ",3,2,"1,446","Lawrence, KS 66044",House for rent,"Updated historic home in the heart of Old West Lawrence. It's blocks from both downtown and the University of Kansas Campus. The house is newly updated with marble countertops in the kitchen, new floors and quartz countertops in the bathrooms and fresh paint throughout the house. It has 3 bedrooms and 2 full baths, a spacious living room and kitchen, beautiful decked backyard. There's lots of natural light and it has been professionally decorated. Rent un-furnished for $2,050/month. All utilities responsibility of tenants. No Satellite--Cable only.",Chris Schmid,(785) 390-8374,Off street,1-Sep,Other,Forced air,Contact manager,"$2,200 ",In Unit,
